ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title
221329_at	9.45e-07	1.31e-08	19.9693605	OR52A1	olfactory receptor family 52 subfamily A member 1
213419_at	9.71e-07	1.35e-08	19.9327497	APBB2	amyloid beta precursor protein binding family B member 2
214506_at	9.73e-07	1.36e-08	19.9261817	GPR182	G protein-coupled receptor 182
206448_at	1.00e-06	1.40e-08	19.8876686	ZNF365	zinc finger protein 365
216482_x_at	1.00e-06	1.40e-08	19.8864921	ZNF79	zinc finger protein 79
213960_at	1.01e-06	1.43e-08	19.8667031	NTRK3	neurotrophic receptor tyrosine kinase 3
216504_s_at	1.01e-06	1.43e-08	19.8628314	SLC39A8	solute carrier family 39 member 8
213358_at	1.01e-06	1.43e-08	19.860408	MTCL1	microtubule crosslinking factor 1
215352_at	1.01e-06	1.44e-08	19.8561672	GIMAP1-GIMAP5///GIMAP5	GIMAP1-GIMAP5 readthrough///GTPase, IMAP family member 5
211189_x_at	1.03e-06	1.47e-08	19.8330641	CD84	CD84 molecule
209708_at	1.05e-06	1.50e-08	19.8045856	MOXD1	monooxygenase DBH like 1
212404_s_at	1.05e-06	1.51e-08	19.7988058	UBE3B	ubiquitin protein ligase E3B
219844_at	1.06e-06	1.52e-08	19.7882754	CCDC186	coiled-coil domain containing 186
211460_at	1.07e-06	1.54e-08	19.7748057	TTTY9B///TTTY9A	testis-specific transcript, Y-linked 9B (non-protein coding)///testis-specific transcript, Y-linked 9A (non-protein coding)
206819_at	1.08e-06	1.57e-08	19.7554796	POM121L9P	POM121 transmembrane nucleoporin like 9, pseudogene
216622_at	1.08e-06	1.57e-08	19.7518264	LAMB4	laminin subunit beta 4
205609_at	1.08e-06	1.58e-08	19.7415531	ANGPT1	angiopoietin 1
220485_s_at	1.08e-06	1.59e-08	19.737834	SIRPG	signal regulatory protein gamma
220869_at	1.08e-06	1.59e-08	19.735384	UBA6	ubiquitin like modifier activating enzyme 6
216785_at	1.11e-06	1.64e-08	19.6982619		
211533_at	1.12e-06	1.65e-08	19.6909297	PDGFRA	platelet derived growth factor receptor alpha
207577_at	1.12e-06	1.65e-08	19.688747	HTR4	5-hydroxytryptamine receptor 4
209720_s_at	1.12e-06	1.67e-08	19.6802124	SERPINB3	serpin family B member 3
216639_at	1.13e-06	1.68e-08	19.6696065	SRPX2	sushi repeat containing protein, X-linked 2
205705_at	1.13e-06	1.69e-08	19.6646933	ANKRD26	ankyrin repeat domain 26
215509_s_at	1.13e-06	1.70e-08	19.6590509	BUB1	BUB1 mitotic checkpoint serine/threonine kinase
210011_s_at	1.13e-06	1.71e-08	19.6513517	EWSR1	EWS RNA binding protein 1
211510_s_at	1.14e-06	1.73e-08	19.6374165	CRHR2	corticotropin releasing hormone receptor 2
217483_at	1.14e-06	1.74e-08	19.6250123	FOLH1	folate hydrolase (prostate-specific membrane antigen) 1
220530_at	1.14e-06	1.75e-08	19.6216539		
214210_at	1.14e-06	1.76e-08	19.614987	SLC25A17	solute carrier family 25 member 17
222325_at	1.14e-06	1.77e-08	19.6082919		
221397_at	1.14e-06	1.77e-08	19.6043508	TAS2R10	taste 2 receptor member 10
220062_s_at	1.14e-06	1.78e-08	19.6021223	MAGEC2	MAGE family member C2
203684_s_at	1.14e-06	1.78e-08	19.6015683	BCL2	BCL2, apoptosis regulator
215985_at	1.14e-06	1.78e-08	19.6000189	HCG8///ZNRD1ASP	HLA complex group 8///zinc ribbon domain containing 1 antisense, pseudogene
207182_at	1.14e-06	1.78e-08	19.5990691	GABRA6	gamma-aminobutyric acid type A receptor alpha6 subunit
206269_at	1.14e-06	1.78e-08	19.5978505	GCM1	glial cells missing homolog 1
205941_s_at	1.14e-06	1.79e-08	19.5958434	COL10A1	collagen type X alpha 1 chain
220759_at	1.14e-06	1.79e-08	19.5954273	EDDM3B	epididymal protein 3B
203796_s_at	1.15e-06	1.80e-08	19.5855577	BCL7A	BCL tumor suppressor 7A
211612_s_at	1.19e-06	1.86e-08	19.5456761	IL13RA1	interleukin 13 receptor subunit alpha 1
220340_at	1.19e-06	1.87e-08	19.5396318	GREB1L	growth regulation by estrogen in breast cancer 1 like
204338_s_at	1.20e-06	1.90e-08	19.5205581	RGS4	regulator of G-protein signaling 4
208077_at	1.20e-06	1.91e-08	19.5177507	C9orf38	chromosome 9 open reading frame 38
214034_at	1.21e-06	1.92e-08	19.5073032	ERAP1	endoplasmic reticulum aminopeptidase 1
205491_s_at	1.23e-06	1.96e-08	19.4860857	GJB3	gap junction protein beta 3
217371_s_at	1.24e-06	1.98e-08	19.4751623	IL15	interleukin 15
216651_s_at	1.24e-06	1.98e-08	19.4705707	GAD2	glutamate decarboxylase 2
214189_s_at	1.24e-06	1.99e-08	19.4665352	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2
203161_s_at	1.24e-06	2.00e-08	19.4632086	RNF8	ring finger protein 8
210702_s_at	1.25e-06	2.02e-08	19.4499703	PTGIS	prostaglandin I2 (prostacyclin) synthase
215879_at	1.25e-06	2.02e-08	19.448168	ITGB1	integrin subunit beta 1
204728_s_at	1.25e-06	2.03e-08	19.4448333	WDHD1	WD repeat and HMG-box DNA binding protein 1
214652_at	1.26e-06	2.05e-08	19.4329641	DRD1	dopamine receptor D1
206628_at	1.26e-06	2.05e-08	19.4281837	SLC5A1	solute carrier family 5 member 1
221914_at	1.26e-06	2.06e-08	19.4233476	SYN1	synapsin I
207716_at	1.27e-06	2.09e-08	19.4101328	KRT38	keratin 38
214707_x_at	1.28e-06	2.11e-08	19.3975679	ALMS1	ALMS1, centrosome and basal body associated protein
217423_at	1.29e-06	2.13e-08	19.3870504		
205694_at	1.30e-06	2.15e-08	19.371099	TYRP1	tyrosinase related protein 1
211523_at	1.30e-06	2.16e-08	19.3704767	GNRHR	gonadotropin releasing hormone receptor
217471_at	1.30e-06	2.16e-08	19.3660284	LINC01482	long intergenic non-protein coding RNA 1482
218884_s_at	1.30e-06	2.18e-08	19.3594232	GUF1	GUF1 homolog, GTPase
210188_at	1.33e-06	2.23e-08	19.3291917	GABPA	GA binding protein transcription factor alpha subunit
204830_x_at	1.35e-06	2.27e-08	19.3077332	PSG5	pregnancy specific beta-1-glycoprotein 5
222367_at	1.37e-06	2.30e-08	19.29348	WHAMMP2///WHAMMP3	WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 2///WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 3
209709_s_at	1.37e-06	2.31e-08	19.2852215	HMMR	hyaluronan mediated motility receptor
214569_at	1.37e-06	2.32e-08	19.2846547	IFNA5	interferon alpha 5
204914_s_at	1.37e-06	2.32e-08	19.2825055	SOX11	SRY-box 11
215758_x_at	1.37e-06	2.33e-08	19.2767174	ZNF93	zinc finger protein 93
204329_s_at	1.37e-06	2.34e-08	19.2734619	ZNF202	zinc finger protein 202
221158_at	1.38e-06	2.36e-08	19.2621033	PAXBP1	PAX3 and PAX7 binding protein 1
207392_x_at	1.38e-06	2.37e-08	19.2579387	UGT2B15	UDP glucuronosyltransferase family 2 member B15
214081_at	1.38e-06	2.38e-08	19.2513693	PLXDC1	plexin domain containing 1
213865_at	1.39e-06	2.39e-08	19.2461847	DCBLD2	discoidin, CUB and LCCL domain containing 2
220518_at	1.39e-06	2.40e-08	19.2395326	ABI3BP	ABI family member 3 binding protein
215615_x_at	1.40e-06	2.42e-08	19.2315192		
216732_at	1.42e-06	2.47e-08	19.2046786		
210467_x_at	1.43e-06	2.48e-08	19.2010078	MAGEA12	MAGE family member A12
214796_at	1.43e-06	2.50e-08	19.1946725	LOC101927137///KIAA1456	uncharacterized LOC101927137///KIAA1456
204597_x_at	1.43e-06	2.50e-08	19.1919928	STC1	stanniocalcin 1
215179_x_at	1.44e-06	2.54e-08	19.1738984	PGF	placental growth factor
216034_at	1.44e-06	2.54e-08	19.1721219	ZNF280A	zinc finger protein 280A
214842_s_at	1.45e-06	2.55e-08	19.1669639	ALB	albumin
210804_x_at	1.46e-06	2.57e-08	19.1572712	SLC8A1	solute carrier family 8 member A1
204109_s_at	1.49e-06	2.64e-08	19.1269791	NFYA	nuclear transcription factor Y subunit alpha
220541_at	1.50e-06	2.67e-08	19.1130807	MMP26	matrix metallopeptidase 26
219498_s_at	1.52e-06	2.70e-08	19.0996886	BCL11A	B-cell CLL/lymphoma 11A
204154_at	1.52e-06	2.72e-08	19.0925057	CDO1	cysteine dioxygenase type 1
207032_s_at	1.52e-06	2.73e-08	19.0890382	CRISP1	cysteine rich secretory protein 1
211459_at	1.52e-06	2.73e-08	19.0856209		
217319_x_at	1.52e-06	2.74e-08	19.0838887	CYP4A22///CYP4A11	cytochrome P450 family 4 subfamily A member 22///cytochrome P450 family 4 subfamily A member 11
205939_at	1.52e-06	2.75e-08	19.0773628	CYP3A7-CYP3A51P///CYP3A7	CYP3A7-CYP3A51P readthrough///cytochrome P450 family 3 subfamily A member 7
201380_at	1.53e-06	2.77e-08	19.0716406	CRTAP	cartilage associated protein
209521_s_at	1.54e-06	2.80e-08	19.0578158	AMOT	angiomotin
216469_at	1.58e-06	2.87e-08	19.0283453	LOC102725136///LOC441666	putative zinc finger protein ENSP00000328166-like///zinc finger protein 91 pseudogene
215588_x_at	1.58e-06	2.88e-08	19.0246245	RIOK3	RIO kinase 3
213447_at	1.58e-06	2.89e-08	19.0175479	LOC101930404///SNORD116-28///SNORD115-26///SNORD115-13///SNORD115-7///SNORD116-22///SNORD116-4///PWARSN///SNORD107///SNRPN///IPW	uncharacterized LOC101930404///small nucleolar RNA, C/D box 116-28///small nucleolar RNA, C/D box 115-26///small nucleolar RNA, C/D box 115-13///small nucleolar RNA, C/D box 115-7///small nucleolar RNA, C/D box 116-22///small nucleolar RNA, C/D box 116-4///Prader Willi/Angelman region RNA, SNRPN neighbor///small nucleolar RNA, C/D box 107///small nuclear ribonucleoprotein polypeptide N///imprinted in Prader-Willi syndrome (non-protein coding)
220916_at	1.61e-06	2.95e-08	18.9952776		
215128_at	1.61e-06	2.96e-08	18.9889447		
201868_s_at	1.63e-06	3.00e-08	18.9732797	TBL1X	transducin (beta)-like 1X-linked
210477_x_at	1.64e-06	3.03e-08	18.9613087	MAPK8	mitogen-activated protein kinase 8
213830_at	1.65e-06	3.06e-08	18.9504844	YME1L1	YME1 like 1 ATPase
205923_at	1.67e-06	3.10e-08	18.9356872	RELN	reelin
215793_at	1.67e-06	3.10e-08	18.9338305	MTMR7	myotubularin related protein 7
217653_x_at	1.67e-06	3.12e-08	18.9278208		
204501_at	1.68e-06	3.13e-08	18.9216254	NOV	nephroblastoma overexpressed
207730_x_at	1.68e-06	3.14e-08	18.9178615		
208065_at	1.68e-06	3.16e-08	18.9107908	ST8SIA3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3
206282_at	1.68e-06	3.18e-08	18.9063727	NEUROD1	neuronal differentiation 1
217670_at	1.68e-06	3.18e-08	18.906321	RPLP2	ribosomal protein lateral stalk subunit P2
218959_at	1.69e-06	3.19e-08	18.8994351	HOXC10	homeobox C10
216530_at	1.69e-06	3.19e-08	18.8991125		
220247_at	1.70e-06	3.23e-08	18.8865381	KNL1	kinetochore scaffold 1
210533_at	1.71e-06	3.26e-08	18.8739595	MSH4	mutS homolog 4
217639_at	1.72e-06	3.28e-08	18.8673958		
210319_x_at	1.73e-06	3.31e-08	18.8578315	MSX2	msh homeobox 2
217598_at	1.73e-06	3.32e-08	18.852995	CINP	cyclin dependent kinase 2 interacting protein
217556_at	1.73e-06	3.33e-08	18.8487392	CLCN4	chloride voltage-gated channel 4
213894_at	1.74e-06	3.35e-08	18.8439552	THSD7A	thrombospondin type 1 domain containing 7A
203015_s_at	1.74e-06	3.36e-08	18.8393544	SSX2IP	SSX family member 2 interacting protein
201275_at	1.74e-06	3.36e-08	18.8383382	FDPS	farnesyl diphosphate synthase
221077_at	1.78e-06	3.45e-08	18.8068813	ARMC4	armadillo repeat containing 4
220906_at	1.81e-06	3.53e-08	18.7806559		
222370_x_at	1.81e-06	3.54e-08	18.7761538		
212015_x_at	1.81e-06	3.54e-08	18.7748986	MIR4745///PTBP1	microRNA 4745///polypyrimidine tract binding protein 1
215097_at	1.82e-06	3.56e-08	18.7690173	CAPZB	capping actin protein of muscle Z-line beta subunit
214139_at	1.83e-06	3.59e-08	18.7584274	ARID4B	AT-rich interaction domain 4B
214075_at	1.83e-06	3.61e-08	18.7530154	NENF	neudesin neurotrophic factor
217372_at	1.83e-06	3.62e-08	18.7497715		
206281_at	1.83e-06	3.62e-08	18.7484495	ADCYAP1	adenylate cyclase activating polypeptide 1
215948_x_at	1.84e-06	3.65e-08	18.7407653	ZMYM5	zinc finger MYM-type containing 5
206121_at	1.88e-06	3.75e-08	18.7084858	AMPD1	adenosine monophosphate deaminase 1
220899_at	1.88e-06	3.75e-08	18.7084081		
210261_at	1.90e-06	3.80e-08	18.6921756	KCNK2	potassium two pore domain channel subfamily K member 2
221981_s_at	1.91e-06	3.81e-08	18.6883877	WDR59	WD repeat domain 59
209816_at	1.91e-06	3.83e-08	18.6813447	PTCH1	patched 1
211044_at	1.91e-06	3.85e-08	18.676217	TRIM14	tripartite motif containing 14
220352_x_at	1.91e-06	3.85e-08	18.6754169	FLJ42627	uncharacterized LOC645644
203438_at	1.91e-06	3.85e-08	18.674547	STC2	stanniocalcin 2
221233_s_at	1.91e-06	3.86e-08	18.6717566	FAM135A	family with sequence similarity 135 member A
211129_x_at	1.91e-06	3.87e-08	18.671269	EDA	ectodysplasin A
215529_x_at	1.92e-06	3.90e-08	18.6612828	DIP2A	disco interacting protein 2 homolog A
215527_at	1.92e-06	3.91e-08	18.658144	KHDRBS2	KH RNA binding domain containing, signal transduction associated 2
220874_at	1.94e-06	3.95e-08	18.6452748		
215098_at	1.94e-06	3.96e-08	18.6423899	RXRB	retinoid X receptor beta
215511_at	1.94e-06	3.98e-08	18.6366199	TCF20	transcription factor 20
203418_at	1.97e-06	4.03e-08	18.6203169	CCNA2	cyclin A2
215822_x_at	1.99e-06	4.09e-08	18.6043924	MYT1	myelin transcription factor 1
214715_x_at	1.99e-06	4.11e-08	18.5984837	ZNF160	zinc finger protein 160
37892_at	1.99e-06	4.12e-08	18.5962266	COL11A1	collagen type XI alpha 1 chain
210384_at	1.99e-06	4.12e-08	18.5957064	PRMT2	protein arginine methyltransferase 2
221177_at	2.01e-06	4.17e-08	18.5799911	MIA2	melanoma inhibitory activity 2
214409_at	2.01e-06	4.17e-08	18.5798206	RFPL3S	RFPL3 antisense
219142_at	2.02e-06	4.22e-08	18.565861	RASL11B	RAS like family 11 member B
215868_x_at	2.02e-06	4.23e-08	18.5644842		
205888_s_at	2.03e-06	4.24e-08	18.5602125	JAKMIP2	janus kinase and microtubule interacting protein 2
218015_s_at	2.03e-06	4.26e-08	18.5553758	WRNIP1	Werner helicase interacting protein 1
214956_at	2.04e-06	4.29e-08	18.546553	AAK1	AP2 associated kinase 1
207426_s_at	2.06e-06	4.33e-08	18.5353632	TNFSF4	tumor necrosis factor superfamily member 4
200058_s_at	2.06e-06	4.36e-08	18.5282403	LOC101929240///SNRNP200	U5 small nuclear ribonucleoprotein 200 kDa helicase pseudogene///small nuclear ribonucleoprotein U5 subunit 200
207810_at	2.06e-06	4.37e-08	18.5255675	F13B	coagulation factor XIII B chain
215847_at	2.09e-06	4.42e-08	18.5110018	LOC101930458///HERC2P3	uncharacterized LOC101930458///hect domain and RLD 2 pseudogene 3
208137_x_at	2.11e-06	4.49e-08	18.4935017	ZNF611	zinc finger protein 611
215545_at	2.11e-06	4.50e-08	18.4908027		
210057_at	2.11e-06	4.50e-08	18.4907997	LOC101060386///BOLA2///SMG1	putative uncharacterized SMG1-like protein///bolA family member 2///SMG1, nonsense mediated mRNA decay associated PI3K related kinase
216636_at	2.13e-06	4.56e-08	18.4736203		
217359_s_at	2.18e-06	4.68e-08	18.4438307	NCAM1	neural cell adhesion molecule 1
215590_x_at	2.18e-06	4.70e-08	18.437728	ACVR2B-AS1	ACVR2B antisense RNA 1
201308_s_at	2.18e-06	4.70e-08	18.4371835	SEPT11	septin 11
220796_x_at	2.18e-06	4.71e-08	18.4356671	SLC35E1	solute carrier family 35 member E1
208045_at	2.19e-06	4.73e-08	18.4316562		
214921_at	2.22e-06	4.81e-08	18.4115393	KCNMA1	potassium calcium-activated channel subfamily M alpha 1
211842_s_at	2.23e-06	4.85e-08	18.401327	SLC24A1	solute carrier family 24 member 1
203705_s_at	2.25e-06	4.90e-08	18.3890933	FZD7	frizzled class receptor 7
221380_at	2.25e-06	4.91e-08	18.3850988		
214607_at	2.25e-06	4.93e-08	18.3821534	PAK3	p21 (RAC1) activated kinase 3
215077_at	2.25e-06	4.93e-08	18.3805668	COL3A1	collagen type III alpha 1 chain
221448_s_at	2.25e-06	4.95e-08	18.3769923	TEX15	testis expressed 15
215717_s_at	2.25e-06	4.95e-08	18.3760159	FBN2	fibrillin 2
208004_at	2.26e-06	4.98e-08	18.3691357	OPRPN	opiorphin prepropeptide
221060_s_at	2.26e-06	4.99e-08	18.3661589	TLR4	toll like receptor 4
222227_at	2.26e-06	5.00e-08	18.3634639		
222312_s_at	2.28e-06	5.06e-08	18.3505715		
216361_s_at	2.28e-06	5.07e-08	18.3478789	KAT6A	lysine acetyltransferase 6A
214913_at	2.30e-06	5.10e-08	18.3398333	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3
219509_at	2.33e-06	5.20e-08	18.3187166	MYOZ1	myozenin 1
208360_s_at	2.33e-06	5.21e-08	18.3154264	ERVH-4	endogenous retrovirus group H member 4
215486_at	2.33e-06	5.21e-08	18.3146074	PRPS1L1	phosphoribosyl pyrophosphate synthetase 1-like 1
217287_s_at	2.36e-06	5.30e-08	18.2961476	TRPC6	transient receptor potential cation channel subfamily C member 6
216436_at	2.36e-06	5.33e-08	18.2893621	PIK3R4	phosphoinositide-3-kinase regulatory subunit 4
214599_at	2.36e-06	5.34e-08	18.2871252	IVL	involucrin
211682_x_at	2.36e-06	5.34e-08	18.2866909	UGT2B28	UDP glucuronosyltransferase family 2 member B28
208172_s_at	2.36e-06	5.34e-08	18.2857398	KCNB2	potassium voltage-gated channel subfamily B member 2
210989_at	2.37e-06	5.37e-08	18.2803117	LAMA4	laminin subunit alpha 4
219233_s_at	2.40e-06	5.45e-08	18.2626203	GSDMB	gasdermin B
216524_x_at	2.40e-06	5.46e-08	18.2592627		
215604_x_at	2.41e-06	5.48e-08	18.2552513		
209583_s_at	2.41e-06	5.49e-08	18.2531804	CD200	CD200 molecule
207759_s_at	2.41e-06	5.52e-08	18.246845	TSNAX-DISC1///DISC1	TSNAX-DISC1 readthrough (NMD candidate)///disrupted in schizophrenia 1
63305_at	2.43e-06	5.56e-08	18.2389228	PKNOX2	PBX/knotted 1 homeobox 2
216761_at	2.44e-06	5.61e-08	18.2273518		
215620_at	2.44e-06	5.63e-08	18.2228501	RREB1	ras responsive element binding protein 1
211768_at	2.44e-06	5.64e-08	18.2217526	LAT2	linker for activation of T-cells family member 2
207125_at	2.44e-06	5.64e-08	18.2202971	ZNF225	zinc finger protein 225
221959_at	2.46e-06	5.71e-08	18.2069853	FAM110B	family with sequence similarity 110 member B
215769_at	2.46e-06	5.71e-08	18.2069062	YME1L1	YME1 like 1 ATPase
215878_at	2.46e-06	5.72e-08	18.2047805	ITGB1	integrin subunit beta 1
215562_at	2.46e-06	5.73e-08	18.2014108	TTC39A	tetratricopeptide repeat domain 39A
211585_at	2.47e-06	5.76e-08	18.1970988	NPAT	nuclear protein, coactivator of histone transcription
208042_at	2.48e-06	5.79e-08	18.190692	AGGF1	angiogenic factor with G-patch and FHA domains 1
205370_x_at	2.49e-06	5.84e-08	18.1805074	DBT	dihydrolipoamide branched chain transacylase E2
218162_at	2.50e-06	5.86e-08	18.1749726	OLFML3	olfactomedin like 3
214594_x_at	2.50e-06	5.87e-08	18.1739825	ATP8B1	ATPase phospholipid transporting 8B1
208027_s_at	2.50e-06	5.89e-08	18.1701803	TLL2	tolloid like 2
210669_at	2.50e-06	5.91e-08	18.1653616	TFAP2A	transcription factor AP-2 alpha
205162_at	2.50e-06	5.92e-08	18.1638651	ERCC8	ERCC excision repair 8, CSA ubiquitin ligase complex subunit
215447_at	2.55e-06	6.04e-08	18.1405315		
220857_at	2.55e-06	6.06e-08	18.135946		
213406_at	2.57e-06	6.12e-08	18.124662	WSB1	WD repeat and SOCS box containing 1
202242_at	2.57e-06	6.12e-08	18.1243889	TSPAN7	tetraspanin 7
218925_s_at	2.57e-06	6.13e-08	18.1230618	C11orf1	chromosome 11 open reading frame 1
214685_at	2.57e-06	6.14e-08	18.1203168	NOP14-AS1	NOP14 antisense RNA 1
214989_x_at	2.59e-06	6.19e-08	18.1098901	PLEKHA5	pleckstrin homology domain containing A5
219651_at	2.59e-06	6.21e-08	18.1064446	DPPA4	developmental pluripotency associated 4
206684_s_at	2.59e-06	6.23e-08	18.1021287	ATF7	activating transcription factor 7
220231_at	2.65e-06	6.39e-08	18.0729216	PPP1R17	protein phosphatase 1 regulatory subunit 17
210928_at	2.68e-06	6.46e-08	18.0607254		
204114_at	2.68e-06	6.48e-08	18.0564067	NID2	nidogen 2
205318_at	2.70e-06	6.53e-08	18.0471141	KIF5A	kinesin family member 5A
221319_at	2.71e-06	6.57e-08	18.0390663	PCDHB8	protocadherin beta 8
214407_x_at	2.74e-06	6.65e-08	18.0255974	GYPB	glycophorin B (MNS blood group)
215456_at	2.74e-06	6.68e-08	18.0209698		
207210_at	2.74e-06	6.69e-08	18.0187676	GABRA3	gamma-aminobutyric acid type A receptor alpha3 subunit
209743_s_at	2.74e-06	6.70e-08	18.0169959	ITCH	itchy E3 ubiquitin protein ligase
207953_at	2.74e-06	6.72e-08	18.0134542		
206045_s_at	2.74e-06	6.72e-08	18.0133778	NOL4	nucleolar protein 4
209700_x_at	2.75e-06	6.78e-08	18.0033975	PDE4DIP	phosphodiesterase 4D interacting protein
209436_at	2.75e-06	6.78e-08	18.0031606	SPON1	spondin 1
216877_at	2.75e-06	6.78e-08	18.0023227	LOC100505498	uncharacterized LOC100505498
205998_x_at	2.78e-06	6.88e-08	17.9860655	CYP3A4	cytochrome P450 family 3 subfamily A member 4
211196_at	2.80e-06	6.94e-08	17.9755905	DBT	dihydrolipoamide branched chain transacylase E2
205719_s_at	2.81e-06	6.96e-08	17.971638	LOC101929036///PAH	uncharacterized LOC101929036///phenylalanine hydroxylase
220095_at	2.81e-06	6.99e-08	17.9667349	CNTLN	centlein
220785_at	2.81e-06	7.00e-08	17.9653593	UTS2	urotensin 2
213439_x_at	2.81e-06	7.01e-08	17.9632417	RUNDC3A	RUN domain containing 3A
221444_at	2.81e-06	7.02e-08	17.9618406	TAS2R16	taste 2 receptor member 16
212985_at	2.81e-06	7.02e-08	17.9610756	APBB2	amyloid beta precursor protein binding family B member 2
217295_at	2.83e-06	7.08e-08	17.9505164	MUC8	mucin 8
216908_x_at	2.85e-06	7.16e-08	17.9385863	RRN3P1	RRN3 homolog, RNA polymerase I transcription factor pseudogene 1
206674_at	2.89e-06	7.28e-08	17.9182245	FLT3	fms related tyrosine kinase 3
209070_s_at	2.91e-06	7.33e-08	17.9106231	RGS5	regulator of G-protein signaling 5
217525_at	2.92e-06	7.38e-08	17.9027671	OLFML1	olfactomedin like 1
217097_s_at	2.98e-06	7.55e-08	17.8756382	PHTF2	putative homeodomain transcription factor 2
211439_at	3.04e-06	7.70e-08	17.8523912	SRSF7	serine and arginine rich splicing factor 7
216514_at	3.05e-06	7.75e-08	17.8441253		
207919_at	3.06e-06	7.78e-08	17.8391456	ART1	ADP-ribosyltransferase 1
221126_at	3.06e-06	7.79e-08	17.8378467	DKK3	dickkopf WNT signaling pathway inhibitor 3
213283_s_at	3.06e-06	7.82e-08	17.8335966	SALL2	spalt like transcription factor 2
204823_at	3.06e-06	7.82e-08	17.8330953	NAV3	neuron navigator 3
210407_at	3.06e-06	7.84e-08	17.8310698	PPM1A	protein phosphatase, Mg2+/Mn2+ dependent 1A
219720_s_at	3.06e-06	7.86e-08	17.8274918	GPATCH2L	G-patch domain containing 2 like
207093_s_at	3.06e-06	7.87e-08	17.8264127	LOC101927057///OMG	uncharacterized LOC101927057///oligodendrocyte myelin glycoprotein
221976_s_at	3.08e-06	7.95e-08	17.8135546	HDGFRP3	hepatoma-derived growth factor, related protein 3
202063_s_at	3.08e-06	7.95e-08	17.8132672	SEL1L	SEL1L ERAD E3 ligase adaptor subunit
215455_at	3.09e-06	8.00e-08	17.8060507	TIMELESS	timeless circadian clock
207811_at	3.09e-06	8.02e-08	17.8037338	KRT12	keratin 12
220357_s_at	3.09e-06	8.02e-08	17.8030702	SGK2	SGK2, serine/threonine kinase 2
